,state_name,assembly_constituency_number,assembly_ constituency_name,candidate_name, SEX , AGE , CATEGORY ,party_name, SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED ,total_votes_in_state
2965,Maharashtra,226,Shrigonda,Ghanshyam Prataprao Shelar,MALE,60.0,GENERAL,NCP,Clock,97980,528.0,98508,46.61754476,311992.0
2966,Maharashtra,226,Shrigonda,Machindra Pandurang Supekar,MALE,56.0,GENERAL,VBA,Gas Cylinder,3164,11.0,3175,1.502524715,311992.0
2967,Maharashtra,226,Shrigonda,NOTA,,,,NOTA,NOTA,1572,3.0,1575,0.745346906,311992.0
2968,Maharashtra,226,Shrigonda,Tilak Gopinath Bhos,MALE,30.0,GENERAL,SBBGP,Sewing Machine,1186,9.0,1195,0.565517176,311992.0
2969,Maharashtra,226,Shrigonda,Sunil Laxman Ohal,MALE,50.0,SC,BSP,Elephant,1146,3.0,1149,0.543748314,311992.0
2970,Maharashtra,226,Shrigonda,Harishchandra Patilbuva Pachpute,MALE,49.0,GENERAL,IND,Whistle,891,,891,0.421653392,311992.0
2971,Maharashtra,226,Shrigonda,Jathar Balu Appa,MALE,50.0,GENERAL,PWPI,Cart,378,4.0,382,0.180776202,311992.0
2972,Maharashtra,226,Shrigonda,Rajendra Nilkanth Nagwade,MALE,38.0,GENERAL,IND,Pressure Cooker,325,1.0,326,0.154274979,311992.0
2973,Maharashtra,226,Shrigonda,Pramod Bajirao Kale,MALE,29.0,ST,IND,Bat,289,5.0,294,0.139131422,311992.0
2974,Maharashtra,226,Shrigonda,Tatyaram Balbhim Ghodake,MALE,29.0,SC,BMUP,Cot,288,3.0,291,0.137711714,311992.0
2975,Maharashtra,226,Shrigonda,Sunil Shivaji Udamale,MALE,50.0,SC,IND,Key,267,,267,0.126354047,311992.0
2976, TURNOUT , TOTAL : ,,,,,,,,209989,1322.0,211311,67.72962127,
2977,Maharashtra,227,Karjat jamkhed,Rohit Pawar,MALE,34.0,GENERAL,NCP,Clock,134818,1006.0,135824,56.98271522,320843.0
2978,Maharashtra,227,Karjat jamkhed,Prof. Ram Shankar Shinde,MALE,52.0,GENERAL,BJP,Lotus,91815,662.0,92477,38.79719752,320843.0
2979,Maharashtra,227,Karjat jamkhed,Arun Housrao Jadhav,MALE,47.0,GENERAL,VBA,Gas Cylinder,3824,25.0,3849,1.61478436,320843.0
2980,Maharashtra,227,Karjat jamkhed,Ram Rangnath Shinde,MALE,34.0,GENERAL,IND,Cauliflower,2070,,2070,0.868434301,320843.0
2981,Maharashtra,227,Karjat jamkhed,NOTA,,,,NOTA,NOTA,866,1.0,867,0.363735526,320843.0
2982,Maharashtra,227,Karjat jamkhed,Adv. Patil Sumit Kanhiya,MALE,34.0,GENERAL,IND,Football,790,2.0,792,0.332270515,320843.0
2983,Maharashtra,227,Karjat jamkhed,Bhailume Shankar Madhukar,MALE,32.0,SC,BSP,Elephant,586,,586,0.245846619,320843.0
2984,Maharashtra,227,Karjat jamkhed,Somnath Bhagchand Shinde,MALE,31.0,GENERAL,JALOP,Pan,393,,393,0.164876657,320843.0
2985,Maharashtra,227,Karjat jamkhed,Adv. Maharudra Narhari Nagargoje,MALE,36.0,GENERAL,IND,Tiller,386,,386,0.161939923,320843.0
2986,Maharashtra,227,Karjat jamkhed,Dnyandeo Narhari Supekar,MALE,70.0,GENERAL,IND,Television,349,1.0,350,0.146836718,320843.0
2987,Maharashtra,227,Karjat jamkhed,Appasaheb Navnath Palve,MALE,34.0,GENERAL,MNS,Railway Engine,341,4.0,345,0.14473905,320843.0
2988,Maharashtra,227,Karjat jamkhed,Bajrang Manohar Sarde,MALE,36.0,GENERAL,IND,Tractor,214,,214,0.089780164,320843.0
2989,Maharashtra,227,Karjat jamkhed,Govind Laxman Aambedkar,MALE,29.0,GENERAL,IND,Auto- Rickshaw,207,,207,0.08684343,320843.0
2990, TURNOUT , TOTAL : ,,,,,,,,236659,1701.0,238360,74.29178757,
2991,Maharashtra,228,Georai,Pawar Laxman Madhavrao,MALE,45.0,GENERAL,BJP,Lotus,99343,282.0,99625,38.08964879,352375.0
2992,Maharashtra,228,Georai,Vijaysingh Shivajirao Pandit,MALE,42.0,GENERAL,NCP,Clock,92572,261.0,92833,35.49286189,352375.0
2993,Maharashtra,228,Georai,Badamrao Lahurao Pandit,MALE,64.0,GENERAL,IND,Cup & Saucer,50794,100.0,50894,19.45831454,352375.0
2994,Maharashtra,228,Georai,Vishnu Bhagwan Devkate,MALE,39.0,GENERAL,VBA,Gas Cylinder,8281,25.0,8306,3.175634859,352375.0
2995,Maharashtra,228,Georai,Bhaurao Durgadas Prabhale,MALE,34.0,GENERAL,CPI,Ears of Corn And Sickle,1662,,1662,0.635432836,352375.0
2996,Maharashtra,228,Georai,Manohar Chimaji Chalak,MALE,57.0,GENERAL,IND,Auto- Rickshaw,1132,1.0,1133,0.433180146,352375.0
2997,Maharashtra,228,Georai,Pawar Laxman Ashok,MALE,30.0,GENERAL,IND,Cauliflower,1100,,1100,0.420563249,352375.0
2998,Maharashtra,228,Georai,Rajendra Ankushrao Dake,MALE,47.0,GENERAL,IND,Road Roller,834,,834,0.318863409,352375.0
2999,Maharashtra,228,Georai,Pawar Laxmanrao Uttamrao,MALE,48.0,GENERAL,IND,Apple,812,,812,0.310452144,352375.0
3000,Maharashtra,228,Georai,Satish Padmakar Kapse,MALE,39.0,SC,BSP,Elephant,644,3.0,647,0.247367656,352375.0
3001,Maharashtra,228,Georai,Ravsaheb Shankar Chavan,MALE,37.0,GENERAL,HAPa,Ring,545,,545,0.208369973,352375.0
3002,Maharashtra,228,Georai,Vilas Pandurang Gunjal,MALE,39.0,GENERAL,IND,Gas Stove,506,,506,0.193459094,352375.0
3003,Maharashtra,228,Georai,NOTA,,,,NOTA,NOTA,476,2.0,478,0.182753848,352375.0
3004,Maharashtra,228,Georai,Laxman Asaram Pawar,MALE,42.0,GENERAL,IND,DIAMOND,434,,434,0.165931318,352375.0
3005,Maharashtra,228,Georai,Pawar Laxman Sudam,MALE,26.0,GENERAL,IND,Ice Cream,430,,430,0.164401997,352375.0
3006,Maharashtra,228,Georai,Rameshwar Keruba Ghorpade,MALE,34.0,SC,APoI,Coat,405,,405,0.154843742,352375.0
3007,Maharashtra,228,Georai,Walmik Baburao Kadam,MALE,29.0,GENERAL,PWPI,Cart,290,1.0,291,0.111258096,352375.0
3008,Maharashtra,228,Georai,Jadhav Mangal Ambadas,FEMALE,52.0,GENERAL,IND,Tractor Chalata Kissan,239,,239,0.091376924,352375.0
3009,Maharashtra,228,Georai,Ashok Bhagoji Thorat,MALE,37.0,SC,IND,Almirah,237,,237,0.090612264,352375.0
3010,Maharashtra,228,Georai,Chandne Dilip Nana,MALE,58.0,SC,IND,Air Conditioner,143,,143,0.054673222,352375.0
3011, TURNOUT , TOTAL : ,,,,,,,,260879,675.0,261554,74.2260376,
3012,Maharashtra,229,Majalgaon,PRAKASH (DADA) SUNDARRAO SOLANKE,MALE,65.0,GENERAL,NCP,Clock,110872,694.0,111566,48.86045126,331571.0
3013,Maharashtra,229,Majalgaon,RAMESH BABURAO KOKATE (ADASKAR),MALE,48.0,GENERAL,BJP,Lotus,97932,744.0,98676,43.21526172,331571.0
3014,Maharashtra,229,Majalgaon,DHAMMANAND SHANKARRAO SALVE,MALE,51.0,SC,IND,Tractor Chalata Kissan,4983,22.0,5005,2.191945204,331571.0
3015,Maharashtra,229,Majalgaon,SHAIKH AMAR JAINODDIN,MALE,40.0,GENERAL,AIMIM,Kite,2790,2.0,2792,1.222759442,331571.0
3016,Maharashtra,229,Majalgaon,EJAJ SHAIKH UMAR SHAIKH,MALE,40.0,GENERAL,IND,Carrom Board,2095,,2095,0.917507533,331571.0
3017,Maharashtra,229,Majalgaon,AMOL VILASRAO DONGARE,MALE,42.0,SC,BSP,Elephant,874,6.0,880,0.385396959,331571.0
3018,Maharashtra,229,Majalgaon,NAIM KARIM SHAIKH,MALE,35.0,GENERAL,IND,Whistle,808,,808,0.35386448,331571.0
3019,Maharashtra,229,Majalgaon,NOTA,,,,NOTA,NOTA,774,6.0,780,0.34160185,331571.0
3020,Maharashtra,229,Majalgaon,SHIVAJI GANGARAM ZODGE,MALE,50.0,SC,IND,Ring,712,,712,0.311821176,331571.0
3021,Maharashtra,229,Majalgaon,RAJARAM LAXMAN KSHIRSAGAR,MALE,46.0,SC,IND,Key,527,,527,0.230800224,331571.0
3022,Maharashtra,229,Majalgaon,SHAMSHERKHAN SAHEBKHAN PATHAN,MALE,63.0,GENERAL,IND,Gas Cylinder,453,4.0,457,0.200143648,331571.0
3023,Maharashtra,229,Majalgaon,SADEK IBRAHIM SHAIKH,MALE,37.0,GENERAL,IND,Road Roller,438,,438,0.191822577,331571.0
3024,Maharashtra,229,Majalgaon,RANGNATH NIKAM,MALE,71.0,GENERAL,IND,CUTTING PLIERS,431,,431,0.18875692,331571.0
3025,Maharashtra,229,Majalgaon,RAHUL GOVARDHAN FUNNE,MALE,27.0,GENERAL,BHYS,Cup & Saucer,409,,409,0.179121996,331571.0
3026,Maharashtra,229,Majalgaon,FARUKH PASHA SAYYAD,MALE,29.0,GENERAL,IND,Auto- Rickshaw,406,,406,0.177808142,331571.0
3027,Maharashtra,229,Majalgaon,AHEMAD HIRAJI SAYYAD,MALE,73.0,GENERAL,IND,Truck,360,,360,0.157662392,331571.0
3028,Maharashtra,229,Majalgaon,DATTA GULAB JADHAV,MALE,70.0,GENERAL,IND,Shoe,307,,307,0.134450985,331571.0
3029,Maharashtra,229,Majalgaon,DESHMUKH CHHATRABHUJ RAMESHWAR,MALE,31.0,GENERAL,SBBGP,Sewing Machine,306,1.0,307,0.134450985,331571.0
3030,Maharashtra,229,Majalgaon,SHAIKH AASIM YUNUS,MALE,28.0,GENERAL,IND,Iron,291,,291,0.127443767,331571.0
3031,Maharashtra,229,Majalgaon,EJAZ BABAR ISMAIL SHAIKH,MALE,52.0,GENERAL,IND,Almirah,245,,245,0.107298017,331571.0
3032,Maharashtra,229,Majalgaon,ANAND NAMDEV BHALEKAR,MALE,47.0,GENERAL,BALP,Plate Containing Food,220,,220,0.09634924,331571.0
3033,Maharashtra,229,Majalgaon,AYUB SHABBIR SHAIKH,MALE,44.0,GENERAL,IND,Gas Stove,165,,165,0.07226193,331571.0
3034,Maharashtra,229,Majalgaon,MUSHTAK MUSTAFA SHAIKH,MALE,67.0,GENERAL,TPSTP,Kettle,144,,144,0.063064957,331571.0
3035,Maharashtra,229,Majalgaon,SATYABHAMA BHUJANG SAUNDARMAL,FEMALE,37.0,SC,IND,Air Conditioner,132,,132,0.057809544,331571.0
3036,Maharashtra,229,Majalgaon,RAJESHWAR MANIKRAO KATE,MALE,37.0,GENERAL,ARP,Bat,99,,99,0.043357158,331571.0
3037,Maharashtra,229,Majalgaon,SAYYAD ANWAR MUNEER,MALE,34.0,GENERAL,IND,Scissors,84,,84,0.036787892,331571.0
3038, TURNOUT , TOTAL : ,,,,,,,,226857,1479.0,228336,68.86488867,
3039,Maharashtra,230,Beed,Sandeep Ravindra Kshirsagar,MALE,38.0,GENERAL,NCP,Clock,99231,703.0,99934,45.15892885,335965.0
3040,Maharashtra,230,Beed,Jaydattaji Sonajirao Kshirsagar,MALE,68.0,GENERAL,SHS,Bow and Arrow,96989,961.0,97950,44.26238398,335965.0
3041,Maharashtra,230,Beed,Adv.Shaikh Shafik (Bhau),MALE,44.0,GENERAL,AIMIM,Kite,7937,20.0,7957,3.59566911,335965.0
3042,Maharashtra,230,Beed,Ashok Sukhdev Hinge,MALE,47.0,GENERAL,VBA,Gas Cylinder,5503,82.0,5585,2.523791879,335965.0
3043,Maharashtra,230,Beed,Prashant Wasnik,MALE,44.0,SC,BSP,Elephant,960,6.0,966,0.436523358,335965.0
3044,Maharashtra,230,Beed,NOTA,,,,NOTA,NOTA,864,10.0,874,0.394949705,335965.0
3045,Maharashtra,230,Beed,Mohammed Qamrul Iman khan Zafar khan Naaz,MALE,34.0,GENERAL,IUML,Carrom Board,820,,820,0.370547778,335965.0
3046,Maharashtra,230,Beed,Osman Jilani Shaikh,MALE,50.0,GENERAL,IND,Slate,657,,657,0.29689011,335965.0
3047,Maharashtra,230,Beed,Vaibhav Chandrakant Kakade,MALE,35.0,GENERAL,MNS,Railway Engine,596,3.0,599,0.270680633,335965.0
3048,Maharashtra,230,Beed,Tukaram Vyankati Chate,MALE,59.0,GENERAL,IND,Football,595,,595,0.268873083,335965.0
3049,Maharashtra,230,Beed,Kiran Rajendra Chavan,MALE,34.0,GENERAL,IND,Tractor Chalata Kissan,574,,574,0.259383445,335965.0
3050,Maharashtra,230,Beed,Shaikh Talib Abdul Basit,MALE,44.0,GENERAL,IND,Football Player,546,,546,0.246730594,335965.0
3051,Maharashtra,230,Beed,Baban Machindra Khomane,MALE,29.0,GENERAL,IND,Apple,406,,406,0.183466339,335965.0
3052,Maharashtra,230,Beed,Khaled Saleem Rashed Saleem,MALE,51.0,GENERAL,PHJSP,Cup & Saucer,303,,303,0.136921923,335965.0
3053,Maharashtra,230,Beed,Adv.Sharad Bahinaji Kamble,MALE,38.0,SC,VINPA,Ring,276,4.0,280,0.12652851,335965.0
3054,Maharashtra,230,Beed,Vishvambhar Jijaba Bansode,MALE,46.0,SC,APoI,Coat,272,,272,0.122913409,335965.0
3055,Maharashtra,230,Beed,Wasim Shaikh Salim Shaikh,MALE,36.0,GENERAL,IND,Road Roller,250,,250,0.112971884,335965.0
3056,Maharashtra,230,Beed,Riyaz Bashir Shaikh,MALE,32.0,GENERAL,IND,DIAMOND,226,,226,0.102126583,335965.0
3057,Maharashtra,230,Beed,Sadek Subhan Shaikh,MALE,45.0,GENERAL,TPSTP,Kettle,220,,220,0.099415258,335965.0
3058,Maharashtra,230,Beed,Gadale Shrikant Vishnu,MALE,32.0,GENERAL,BAHUMP,Whistle,219,,219,0.09896337,335965.0
3059,Maharashtra,230,Beed,Rahul Marotirao Waikar,MALE,35.0,GENERAL,SBBGP,Sewing Machine,213,4.0,217,0.098059595,335965.0
3060,Maharashtra,230,Beed,Ashish Ashok Deshmukh,MALE,30.0,GENERAL,RASMARP,Helicopter,200,,200,0.090377507,335965.0
3061,Maharashtra,230,Beed,Babasaheb Abaji Lambate,MALE,68.0,GENERAL,IND,Baby Walker,173,,173,0.078176543,335965.0
3062,Maharashtra,230,Beed,Ram Mahadev Sapte,MALE,41.0,GENERAL,IND,Bat,167,,167,0.075465218,335965.0
3063,Maharashtra,230,Beed,Akash Sadashiv Wadmare,MALE,32.0,SC,IND,Air Conditioner,162,1.0,163,0.073657668,335965.0
3064,Maharashtra,230,Beed,Balbhim Laxmanrao Jaher Patil,MALE,78.0,GENERAL,IND,Laptop,161,,161,0.072753893,335965.0
3065,Maharashtra,230,Beed,Feroj Abdul Shaikh,MALE,31.0,GENERAL,IND,Auto- Rickshaw,155,,155,0.070042568,335965.0
3066,Maharashtra,230,Beed,Mohammed Shareef Shaikh Ismail,MALE,51.0,GENERAL,IND,Balloon,142,,142,0.06416803,335965.0
3067,Maharashtra,230,Beed,Vachishta Uddhav Kute,MALE,46.0,GENERAL,IND,Matchbox,134,,134,0.06055293,335965.0
3068,Maharashtra,230,Beed,Shesherao Chokhoba Veer,MALE,58.0,SC,IND,Television,121,,121,0.054678392,335965.0
3069,Maharashtra,230,Beed,Mahendra Rajendra Borade,MALE,40.0,SC,IND,Almirah,120,,120,0.054226504,335965.0
3070,Maharashtra,230,Beed,Mubin Moin Shaikh,MALE,39.0,GENERAL,IND,Grapes,85,,85,0.03841044,335965.0
3071,Maharashtra,230,Beed,More Muralidhar Vitthalrao,MALE,66.0,GENERAL,IND,Tiller,78,,78,0.035247228,335965.0
3072,Maharashtra,230,Beed,Majiroddin Nasaroddin Kazi,MALE,34.0,GENERAL,IND,Phone Charger,75,,75,0.033891565,335965.0
3073,Maharashtra,230,Beed,Mahmad Husen Shaikh,MALE,40.0,GENERAL,IND,Scissors,70,,70,0.031632127,335965.0
3074, TURNOUT , TOTAL : ,,,,,,,,219500,1794.0,221294,65.86817079,
3075,Maharashtra,231,Ashti,Ajabe Balasaheb Bhausaheb,MALE,50.0,GENERAL,NCP,Clock,125939,817.0,126756,52.63122929,372321.0
3076,Maharashtra,231,Ashti,Bhimrao Anandrao Dhonde,MALE,64.0,GENERAL,BJP,Lotus,100025,906.0,100931,41.90825368,372321.0
3077,Maharashtra,231,Ashti,Namdev Sugriv Sanap,MALE,28.0,GENERAL,VBA,Gas Cylinder,4704,25.0,4729,1.963560568,372321.0
3078,Maharashtra,231,Ashti,NOTA,,,,NOTA,NOTA,2626,5.0,2631,1.092435579,372321.0
3079,Maharashtra,231,Ashti,Rajabhau Alias Devidas Ganpat Deshmukh,MALE,70.0,GENERAL,LJD,Whistle,1421,2.0,1423,0.590853603,372321.0
3080,Maharashtra,231,Ashti,Dada Narayan Tastode,MALE,40.0,SC,IND,Football,1218,2.0,1220,0.506564579,372321.0
3081,Maharashtra,231,Ashti,Vishnu Jijaba Gadekar,MALE,60.0,GENERAL,BSP,Elephant,1127,5.0,1132,0.470025494,372321.0
3082,Maharashtra,231,Ashti,Dnyandeo Rambhau Thorve,MALE,41.0,GENERAL,IND,Cup & Saucer,994,1.0,995,0.413140783,372321.0
3083,Maharashtra,231,Ashti,Kale Tukaram Nana,MALE,49.0,SC,APoI,Coat,617,2.0,619,0.257019241,372321.0
3084,Maharashtra,231,Ashti,Sanjay Uttamrao Khandekar,MALE,43.0,SC,LKSNP,Tractor Chalata Kissan,402,,402,0.166917181,372321.0
3085, TURNOUT , TOTAL : ,,,,,,,,239073,1765.0,240838,64.68558045,
3086,Maharashtra,232,Kaij ,NAMITA AKSHAY MUNDADA,FEMALE,30.0,SC,BJP,Lotus,122736,697.0,123433,53.74293017,362430.0
3087,Maharashtra,232,Kaij ,PRUTHVIRAJ SHIVAJI SATHE,MALE,46.0,SC,NCP,Clock,89640,884.0,90524,39.41429772,362430.0
3088,Maharashtra,232,Kaij ,VAIBHAV VIVEK SWAMI,MALE,44.0,SC,VBA,Gas Cylinder,9072,84.0,9156,3.986537381,362430.0
3089,Maharashtra,232,Kaij ,NOTA,,,,NOTA,NOTA,1591,7.0,1598,0.695771815,362430.0
3090,Maharashtra,232,Kaij ,PARMESHWAR SITARAM UDAR,MALE,38.0,SC,BSP,Elephant,1353,10.0,1363,0.59345243,362430.0
3091,Maharashtra,232,Kaij ,NILESH NAMDEV ARKE,MALE,29.0,SC,TPSTP,Kettle,792,,792,0.344838096,362430.0
3092,Maharashtra,232,Kaij ,MANIK KAMBU GAIKWAD,MALE,50.0,SC,LJD,Whistle,708,8.0,716,0.311747572,362430.0
3093,Maharashtra,232,Kaij ,SHIVAJI JYOTIBA SAVALKAR,MALE,69.0,SC,IND,Cup & Saucer,593,,593,0.25819317,362430.0
3094,Maharashtra,232,Kaij ,KALE MADHUKAR DAGADU,MALE,63.0,SC,IND,Ring,485,6.0,491,0.213782203,362430.0
3095,Maharashtra,232,Kaij ,KALUNKE VIKAS RAMBHAU,MALE,28.0,SC,IND,Auto- Rickshaw,294,2.0,296,0.128878884,362430.0
3096,Maharashtra,232,Kaij ,VISHAL GHANSHAM GHOBALE,MALE,36.0,SC,IND,Key,272,,272,0.118429245,362430.0
3097,Maharashtra,232,Kaij ,GAYABAI BHRA. PRABHU DHIMDHIME,FEMALE,68.0,SC,IND,Pan,238,,238,0.103625589,362430.0
3098,Maharashtra,232,Kaij ,DR. JEETENDRA MAHADEV OVAL,MALE,36.0,SC,IND,Bat,201,,201,0.087515729,362430.0
3099, TURNOUT , TOTAL : ,,,,,,,,227975,1698.0,229673,63.37030599,
3100,Maharashtra,233,Parli,DHANANJAY PANDITRAO MUNDE,MALE,44.0,GENERAL,NCP,Clock,121555,559.0,122114,54.44906185,306710.0
3101,Maharashtra,233,Parli,PANKAJA GOPINATHRAO MUNDE,FEMALE,40.0,GENERAL,BJP,Lotus,91031,382.0,91413,40.75988086,306710.0
3102,Maharashtra,233,Parli,BHIMRAO MUNJA SATPUTE,MALE,68.0,GENERAL,VBA,Gas Cylinder,4691,22.0,4713,2.101466077,306710.0
3103,Maharashtra,233,Parli,RAISODDIN JAKIYODDIN PATHAN,MALE,42.0,GENERAL,IND,Carrom Board,1365,,1365,0.608635942,306710.0
3104,Maharashtra,233,Parli,BHAGWAT BABANRAO VAIDYA,MALE,39.0,GENERAL,VINPA,Ring,980,,980,0.436969394,306710.0
3105,Maharashtra,233,Parli,ANANT VAIJNATH GAIKWAD,MALE,41.0,SC,BSP,Elephant,628,5.0,633,0.282246558,306710.0
3106,Maharashtra,233,Parli,NOTA,,,,NOTA,NOTA,557,4.0,561,0.250142684,306710.0
3107,Maharashtra,233,Parli,BHAGWAT RAMKRUSHN KAKDE,MALE,25.0,GENERAL,IND,Whistle,552,,552,0.2461297,306710.0
3108,Maharashtra,233,Parli,EJAZBABAR ISMAIL SHAIKH,MALE,52.0,GENERAL,IND,DIAMOND,453,,453,0.201986873,306710.0
3109,Maharashtra,233,Parli,HIDAYAT SADEKH ALI SAYYAD,MALE,44.0,GENERAL,IND,Air Conditioner,419,,419,0.18682671,306710.0
3110,Maharashtra,233,Parli,SIRAJODIN LIYAKAT ALI KAJHI,MALE,42.0,GENERAL,IND,Helicopter,264,,264,0.117714204,306710.0
3111,Maharashtra,233,Parli,PRAVIN SOPAN MASKE,MALE,41.0,SC,IND,Cup & Saucer,202,1.0,203,0.090515089,306710.0
3112,Maharashtra,233,Parli,DR. VASANT RAGHUNATH MUNDE,MALE,74.0,GENERAL,IND,Sewing Machine,159,,159,0.070896055,306710.0
3113,Maharashtra,233,Parli,SADEQUE MUNIRODDIN SHAIKH,MALE,32.0,GENERAL,TPSTP,Kettle,144,,144,0.064207748,306710.0
3114,Maharashtra,233,Parli,FEROJ KHAN PATHAN KHAIRATI KHAN PATHAN,MALE,37.0,GENERAL,IND,Apple,110,,110,0.049047585,306710.0
3115,Maharashtra,233,Parli,NABISAB SAB SAYYED,MALE,75.0,GENERAL,IND,Almirah,99,,99,0.044142827,306710.0
3116,Maharashtra,233,Parli,DHANANJAY SADASHIVRAO DESHMUKH,MALE,39.0,GENERAL,IND,Auto- Rickshaw,90,,90,0.040129842,306710.0
3117, TURNOUT , TOTAL : ,,,,,,,,223299,973.0,224272,73.12184148,
3118,Maharashtra,234,Latur Rural,Dhiraj Vilasrao Deshmukh,MALE,39.0,GENERAL,INC,Hand,134615,391.0,135006,67.63861542,322330.0
3119,Maharashtra,234,Latur Rural,NOTA,,,,NOTA,NOTA,27449,51.0,27500,13.77762414,322330.0
3120,Maharashtra,234,Latur Rural,Sachin alias Ravi Ramraje Deshmukh,MALE,45.0,GENERAL,SHS,Bow and Arrow,13459,65.0,13524,6.775585048,322330.0
3121,Maharashtra,234,Latur Rural,Done Manchakrao Baliram,MALE,60.0,GENERAL,VBA,Gas Cylinder,12930,36.0,12966,6.496024529,322330.0
3122,Maharashtra,234,Latur Rural,Arjun Dhondiram Waghamare,MALE,48.0,GENERAL,MNS,Railway Engine,2906,6.0,2912,1.458925145,322330.0
3123,Maharashtra,234,Latur Rural,Babruwan Baliram Pawar,MALE,38.0,GENERAL,IND,SHIP,1490,6.0,1496,0.749502753,322330.0
3124,Maharashtra,234,Latur Rural,Sachin Mahadev Pandhavle,MALE,30.0,GENERAL,IND,Cup & Saucer,1016,1.0,1017,0.509521591,322330.0
3125,Maharashtra,234,Latur Rural,Balaji Hanmant Godse,MALE,35.0,GENERAL,RASMARP,Helicopter,898,,898,0.449902054,322330.0
3126,Maharashtra,234,Latur Rural,Khanderao Limbaji Bhojraj,MALE,46.0,SC,BSP,Elephant,811,2.0,813,0.40731667,322330.0
3127,Maharashtra,234,Latur Rural,Jalil Yasin Atar,MALE,32.0,GENERAL,BMUP,Cot,661,1.0,662,0.331664988,322330.0
3128,Maharashtra,234,Latur Rural,Shrinivas Angadrao Akangire,MALE,53.0,GENERAL,IND,Bat,574,2.0,576,0.2885786,322330.0
3129,Maharashtra,234,Latur Rural,Akurike Bajirao Dattatray,MALE,35.0,GENERAL,IND,Room Cooler,547,,547,0.274049469,322330.0
3130,Maharashtra,234,Latur Rural,Dagdusaheb Vyankatrao Padile,MALE,60.0,GENERAL,LJGP,Mike,494,,494,0.24749623,322330.0
3131,Maharashtra,234,Latur Rural,Arvind Mahadev Gade,MALE,25.0,GENERAL,IND,Road Roller,491,1.0,492,0.246494221,322330.0
3132,Maharashtra,234,Latur Rural,Gadgale Rajkumar Maroti,MALE,41.0,GENERAL,IND,Almirah,382,1.0,383,0.191884729,322330.0
3133,Maharashtra,234,Latur Rural,Shankar Ganpat Sonwane,MALE,65.0,GENERAL,BVA,Whistle,313,,313,0.156814413,322330.0
3134, TURNOUT , TOTAL : ,,,,,,,,199036,563.0,199599,61.9238048,
3135,Maharashtra,235,Latur City,Amit Vilasrao Deshmukh,MALE,43.0,GENERAL,INC,Hand,110443,713.0,111156,52.48480785,372474.0
3136,Maharashtra,235,Latur City,Shailesh Govindkumar Lahoti,MALE,48.0,GENERAL,BJP,Lotus,70276,465.0,70741,33.40195574,372474.0
3137,Maharashtra,235,Latur City,Rajasab Bashumiya Maniyar,MALE,51.0,GENERAL,VBA,Gas Cylinder,24454,150.0,24604,11.61733251,372474.0
3138,Maharashtra,235,Latur City,Kamble Madhukar Sambhaji,MALE,70.0,SC,BSP,Elephant,742,2.0,744,0.35129635,372474.0
3139,Maharashtra,235,Latur City,NOTA,,,,NOTA,NOTA,723,4.0,727,0.343269417,372474.0
3140,Maharashtra,235,Latur City,Laturshree Viththal Alias Shashipankaj,MALE,44.0,GENERAL,IND,Pot,661,,661,0.312106031,372474.0
3141,Maharashtra,235,Latur City,Vikas Jeevan Suryawanshi,MALE,28.0,GENERAL,IND,Almirah,503,,503,0.237502774,372474.0
3142,Maharashtra,235,Latur City,Akhicuraheman A.Jalil Momin,MALE,43.0,GENERAL,IUML,Television,500,,500,0.236086256,372474.0
3143,Maharashtra,235,Latur City,Manojkumar Alias Dinesh Jugalkishor Gilda,MALE,48.0,GENERAL,IND,Glass Tumbler,490,,490,0.231364531,372474.0
3144,Maharashtra,235,Latur City,Santosh Sambhaji Sabde,MALE,28.0,GENERAL,IND,Key,260,,260,0.122764853,372474.0
3145,Maharashtra,235,Latur City,Ram Shankar Patole,MALE,41.0,SC,BVA,Whistle,255,1.0,256,0.120876163,372474.0
3146,Maharashtra,235,Latur City,Babasaheb Goroba Sitapure,MALE,44.0,SC,IND,Ring,179,,179,0.08451888,372474.0
3147,Maharashtra,235,Latur City,Dwarkadhish Alias Dinesh Govind Parikh,MALE,31.0,GENERAL,IND,Auto- Rickshaw,159,,159,0.07507543,372474.0
3148,Maharashtra,235,Latur City,Bandusing Gulabsing Bhat,MALE,45.0,GENERAL,BMUP,Cot,152,,152,0.071770222,372474.0
3149,Maharashtra,235,Latur City,Jaynjay Surykant Sayhadri,MALE,25.0,GENERAL,RASMARP,Helicopter,146,,146,0.068937187,372474.0
3150,Maharashtra,235,Latur City,Firojkhan Sajidkhan Pathan,MALE,28.0,GENERAL,IND,Cup & Saucer,128,,128,0.060438082,372474.0
3151,Maharashtra,235,Latur City,Chhotu Kishanrao Hibare,MALE,49.0,GENERAL,IND,Harmonium,118,,118,0.055716357,372474.0
3152,Maharashtra,235,Latur City,Shriram Kisanrao Gomare,MALE,50.0,GENERAL,IND,Apple,93,,93,0.043912044,372474.0
3153,Maharashtra,235,Latur City,Alte Vishwanth Mahadev,MALE,38.0,SC,IND,Pen Nib with Seven Rays,87,,87,0.041079009,372474.0
3154,Maharashtra,235,Latur City,Pathan Minhaj Khan Asif Khan,MALE,45.0,GENERAL,IND,Air Conditioner,83,,83,0.039190319,372474.0
